,ModelName,ModelGroup,Lifetime,Phase,_LoadingMode,StrainAmplitude,StrainMean,StressAmplitude,StressMean,FIPmax,FIPmaxLocal,FIPcrit,m_FIP,IsExperimentalData
14,DisTest_Seed81296_Strain0p6_VolumeFraction85,ALL,3940.6934397979508,wholeMod,0.0,0.006,0.0,785.691,-0.29899999999997817,0.020710091357033292,0.04965389892458916,2.5212397882003104,1.7241379310344,0
14.1,DisTest_Seed81296_Strain0p6_VolumeFraction85,ALL,4339.487636989787,Martensite,0.0,0.006,0.0,785.691,-0.29899999999997817,0.014526096793512503,0.0317809134721756,1.8700931486857668,1.72413793,0
14.2,DisTest_Seed81296_Strain0p6_VolumeFraction85,ALL,3940.6934397979508,Ferrite,0.0,0.006,0.0,785.691,-0.29899999999997817,0.020710091357033292,0.04965389892458916,2.5212397882003104,1.7241379310344,0
15,DisTest_Seed93426_Strain0p6_VolumeFraction100,ALL,6152.275779853123,wholeMod,0.0,0.006,0.0,797.8230000000001,-0.21899999999993724,0.011863763397559523,0.0257478766143322,1.8700931486857668,1.72413793,0
15.1,DisTest_Seed93426_Strain0p6_VolumeFraction100,ALL,6152.275779853123,Martensite,0.0,0.006,0.0,797.8230000000001,-0.21899999999993724,0.011863763397559523,0.0257478766143322,1.8700931486857668,1.72413793,0
16,DisTest_Seed71034_Strain0p3_VolumeFraction85,ALL,35828.743743568055,wholeMod,0.0,0.003,0.0,536.3925,-0.03350000000000364,0.004269813643970891,0.014024373143911362,1.8700931486857668,1.72413793,0
16.1,DisTest_Seed71034_Strain0p3_VolumeFraction85,ALL,35828.743743568055,Martensite,0.0,0.003,0.0,536.3925,-0.03350000000000364,0.004269813643970891,0.014024373143911362,1.8700931486857668,1.72413793,0
16.2,DisTest_Seed71034_Strain0p3_VolumeFraction85,ALL,126683.58534192233,Ferrite,0.0,0.003,0.0,536.3925,-0.03350000000000364,0.002767173254633332,0.012933025136590004,2.5212397882003104,1.7241379310344,0
17,DisTest_Seed61442_Strain0p6_VolumeFraction85,ALL,5602.328742146697,wholeMod,0.0,0.006,0.0,786.9855,-0.30949999999995725,0.01688730589899838,0.050214312970638275,2.5212397882003104,1.7241379310344,0
17.1,DisTest_Seed61442_Strain0p6_VolumeFraction85,ALL,5602.328742146697,Ferrite,0.0,0.006,0.0,786.9855,-0.30949999999995725,0.01688730589899838,0.050214312970638275,2.5212397882003104,1.7241379310344,0
17.2,DisTest_Seed61442_Strain0p6_VolumeFraction85,ALL,7228.261869984268,Martensite,0.0,0.006,0.0,786.9855,-0.30949999999995725,0.010804970574919397,0.03699636459350586,1.8700931486857668,1.72413793,0
18,DisTest_Seed25609_Strain0p3_VolumeFraction95,ALL,58078.85952325002,wholeMod,0.0,0.003,0.0,539.9745,-0.01749999999992724,0.00392560994982518,0.010130763053894043,1.8700931486857668,1.72413793,0
18.1,DisTest_Seed25609_Strain0p3_VolumeFraction95,ALL,58078.85952325002,Martensite,0.0,0.003,0.0,539.9745,-0.01749999999992724,0.003226508037187159,0.010130763053894043,1.8700931486857668,1.72413793,0
18.2,DisTest_Seed25609_Strain0p3_VolumeFraction95,ALL,69322.48924894606,Ferrite,0.0,0.003,0.0,539.9745,-0.01749999999992724,0.00392560994982518,0.007723632734268904,2.5212397882003104,1.7241379310344,0
19,DisTest_Seed54667_Strain0p3_VolumeFraction95,ALL,45902.92332590007,wholeMod,0.0,0.003,0.0,539.2175,-0.017500000000040927,0.0049859366069237385,0.00972760934382677,2.5212397882003104,1.7241379310344,0
19.1,DisTest_Seed54667_Strain0p3_VolumeFraction95,ALL,53771.99083732393,Martensite,0.0,0.003,0.0,539.2175,-0.017500000000040927,0.003373965909962244,0.00972760934382677,1.8700931486857668,1.72413793,0
19.2,DisTest_Seed54667_Strain0p3_VolumeFraction95,ALL,45902.92332590007,Ferrite,0.0,0.003,0.0,539.2175,-0.017500000000040927,0.0049859366069237385,0.007809285540133715,2.5212397882003104,1.7241379310344,0
